id,sequence,domain,response_type,task,choices,response,some_entails_all,similar_experiment,enc_task,task_content,enc_responses,rt,intermediate_responses,crt
DDGHOYODEA,20,syllogistic,multiple-choice,No;teachers;golfers/Some;golfers;bankers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|NVC,All;teachers;bankers|No;bankers;teachers,False,False,EI1,"['teachers', 'golfers', 'bankers']","['aac', 'eca']",18417,"[{'state': ['aac'], 'rt': 9970}, {'state': ['aac', 'eca'], 'rt': 17149}]",0.0
DDGHOYODEA,21,syllogistic,multiple-choice,Some not;assistants;farmers/Some;assistants;scholars,All;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|No;farmers;scholars|No;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|NVC,Some;farmers;scholars,False,False,OI4,"['farmers', 'assistants', 'scholars']",['iac'],21892,"[{'state': ['iac'], 'rt': 20528}]",0.0
DDGHOYODEA,22,syllogistic,multiple-choice,Some;architects;trainers/All;designers;architects,All;trainers;designers|All;designers;trainers|Some;trainers;designers|Some;designers;trainers|No;trainers;designers|No;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|NVC,NVC,False,False,IA2,"['trainers', 'architects', 'designers']",['nvc'],17942,"[{'state': ['nvc'], 'rt': 17391}]",0.0
DDGHOYODEA,23,syllogistic,multiple-choice,Some;bakers;investors/No;sailors;bakers,All;investors;sailors|All;sailors;investors|Some;investors;sailors|Some;sailors;investors|No;investors;sailors|No;sailors;investors|Some not;investors;sailors|Some not;sailors;investors|NVC,No;sailors;investors,False,False,IE2,"['investors', 'bakers', 'sailors']",['eca'],15303,"[{'state': ['aac'], 'rt': 8981}, {'state': [], 'rt': 10636}, {'state': ['eca'], 'rt': 14011}]",0.0
DDGHOYODEA,24,syllogistic,multiple-choice,No;novelists;campers/Some;novelists;joggers,All;campers;joggers|All;joggers;campers|Some;campers;joggers|Some;joggers;campers|No;campers;joggers|No;joggers;campers|Some not;campers;joggers|Some not;joggers;campers|NVC,No;joggers;campers,False,False,EI4,"['campers', 'novelists', 'joggers']",['eca'],10827,"[{'state': ['eca'], 'rt': 9552}]",0.0
DDGHOYODEA,25,syllogistic,multiple-choice,Some;poets;writers/All;singers;writers,All;poets;singers|All;singers;poets|Some;poets;singers|Some;singers;poets|No;poets;singers|No;singers;poets|Some not;poets;singers|Some not;singers;poets|NVC,Some;singers;poets,False,False,IA3,"['poets', 'writers', 'singers']",['ica'],13652,"[{'state': ['aac'], 'rt': 4211}, {'state': [], 'rt': 4452}, {'state': ['aac'], 'rt': 7659}, {'state': [], 'rt': 8146}, {'state': ['ica'], 'rt': 12329}]",0.0
DDGHOYODEA,26,syllogistic,multiple-choice,Some;teachers;painters/Some;plumbers;painters,All;teachers;plumbers|All;plumbers;teachers|Some;teachers;plumbers|Some;plumbers;teachers|No;teachers;plumbers|No;plumbers;teachers|Some not;teachers;plumbers|Some not;plumbers;teachers|NVC,Some;teachers;plumbers,False,False,II3,"['teachers', 'painters', 'plumbers']",['iac'],18885,"[{'state': ['iac'], 'rt': 17606}]",0.0
DDGHOYODEA,27,syllogistic,multiple-choice,No;climbers;therapists/All;skaters;climbers,All;therapists;skaters|All;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|No;therapists;skaters|No;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|NVC,No;therapists;skaters,False,False,EA2,"['therapists', 'climbers', 'skaters']",['eac'],37654,"[{'state': ['eac'], 'rt': 25850}, {'state': [], 'rt': 34410}, {'state': ['eac'], 'rt': 36272}]",0.0
DDGHOYODEA,28,syllogistic,multiple-choice,All;waiters;poets/Some not;waiters;cashiers,All;poets;cashiers|All;cashiers;poets|Some;poets;cashiers|Some;cashiers;poets|No;poets;cashiers|No;cashiers;poets|Some not;poets;cashiers|Some not;cashiers;poets|NVC,Some;poets;cashiers,False,False,AO4,"['poets', 'waiters', 'cashiers']",['iac'],23902,"[{'state': ['aac'], 'rt': 10331}, {'state': [], 'rt': 13961}, {'state': ['oac'], 'rt': 21019}, {'state': [], 'rt': 22036}, {'state': ['iac'], 'rt': 23120}]",0.0
DDGHOYODEA,29,syllogistic,multiple-choice,Some;cyclists;students/Some;buyers;cyclists,All;students;buyers|All;buyers;students|Some;students;buyers|Some;buyers;students|No;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students|NVC,Some;students;buyers,False,False,II2,"['students', 'cyclists', 'buyers']",['iac'],22554,"[{'state': ['iac'], 'rt': 21373}]",0.0
DDGHOYODEA,30,syllogistic,multiple-choice,Some not;carpenters;linguists/No;divers;linguists,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|No;carpenters;divers|No;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|NVC,No;divers;carpenters,False,False,OE3,"['carpenters', 'linguists', 'divers']",['eca'],19314,"[{'state': ['eca'], 'rt': 18078}]",0.0
DDGHOYODEA,31,syllogistic,multiple-choice,All;soldiers;editors/No;florists;editors,All;soldiers;florists|All;florists;soldiers|Some;soldiers;florists|Some;florists;soldiers|No;soldiers;florists|No;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers|NVC,No;florists;soldiers,False,False,AE3,"['soldiers', 'editors', 'florists']",['eca'],14114,"[{'state': ['eca'], 'rt': 12848}]",0.0
DDGHOYODEA,32,syllogistic,multiple-choice,All;novelists;analysts/No;travelers;novelists,All;analysts;travelers|All;travelers;analysts|Some;analysts;travelers|Some;travelers;analysts|No;analysts;travelers|No;travelers;analysts|Some not;analysts;travelers|Some not;travelers;analysts|NVC,NVC,False,False,AE2,"['analysts', 'novelists', 'travelers']",['nvc'],8270,"[{'state': ['aac'], 'rt': 6510}, {'state': ['nvc'], 'rt': 7950}]",0.0
DDGHOYODEA,34,syllogistic,multiple-choice,Some not;planners;doctors/Some not;planners;typists,All;doctors;typists|All;typists;doctors|Some;doctors;typists|Some;typists;doctors|No;doctors;typists|No;typists;doctors|Some not;doctors;typists|Some not;typists;doctors|NVC,Some;doctors;typists|Some;typists;doctors,False,False,OO4,"['doctors', 'planners', 'typists']","['iac', 'ica']",9543,"[{'state': ['iac'], 'rt': 7701}, {'state': ['iac', 'ica'], 'rt': 8179}]",0.0
DDGHOYODEA,35,syllogistic,multiple-choice,No;clerks;managers/No;models;clerks,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|No;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers|NVC,No;models;managers,False,False,EE2,"['managers', 'clerks', 'models']",['eca'],13079,"[{'state': ['aac'], 'rt': 5351}, {'state': [], 'rt': 7490}, {'state': ['eac'], 'rt': 9543}, {'state': ['eac', 'eca'], 'rt': 9948}, {'state': ['eca'], 'rt': 11406}]",0.0
DDGHOYODEA,36,syllogistic,multiple-choice,Some;secretaries;climbers/No;fencers;climbers,All;secretaries;fencers|All;fencers;secretaries|Some;secretaries;fencers|Some;fencers;secretaries|No;secretaries;fencers|No;fencers;secretaries|Some not;secretaries;fencers|Some not;fencers;secretaries|NVC,No;secretaries;fencers,False,False,IE3,"['secretaries', 'climbers', 'fencers']",['eac'],12445,"[{'state': ['eac'], 'rt': 11590}]",0.0
DDGHOYODEA,37,syllogistic,multiple-choice,All;cooks;mayors/All;cooks;swimmers,All;mayors;swimmers|All;swimmers;mayors|Some;mayors;swimmers|Some;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors|NVC,Some;mayors;swimmers|Some;swimmers;mayors,False,False,AA4,"['mayors', 'cooks', 'swimmers']","['iac', 'ica']",9647,"[{'state': ['iac'], 'rt': 7620}, {'state': ['iac', 'ica'], 'rt': 8357}]",0.0
DDGHOYODEA,38,syllogistic,multiple-choice,No;actors;lawyers/Some not;actors;swimmers,All;lawyers;swimmers|All;swimmers;lawyers|Some;lawyers;swimmers|Some;swimmers;lawyers|No;lawyers;swimmers|No;swimmers;lawyers|Some not;lawyers;swimmers|Some not;swimmers;lawyers|NVC,Some;swimmers;lawyers,False,False,EO4,"['lawyers', 'actors', 'swimmers']",['ica'],18608,"[{'state': ['ica'], 'rt': 17483}]",0.0
DDGHOYODEA,39,syllogistic,multiple-choice,Some;dancers;editors/Some not;editors;scholars,All;dancers;scholars|All;scholars;dancers|Some;dancers;scholars|Some;scholars;dancers|No;dancers;scholars|No;scholars;dancers|Some not;dancers;scholars|Some not;scholars;dancers|NVC,Some;dancers;scholars|Some not;dancers;scholars,False,False,IO1,"['dancers', 'editors', 'scholars']","['iac', 'oac']",19089,"[{'state': ['iac'], 'rt': 14730}, {'state': [], 'rt': 15218}, {'state': ['iac'], 'rt': 15947}, {'state': ['iac', 'oac'], 'rt': 17611}]",0.0
DDGHOYODEA,40,syllogistic,multiple-choice,No;painters;actors/Some;workers;painters,All;actors;workers|All;workers;actors|Some;actors;workers|Some;workers;actors|No;actors;workers|No;workers;actors|Some not;actors;workers|Some not;workers;actors|NVC,No;workers;actors,False,False,EI2,"['actors', 'painters', 'workers']",['eca'],12171,"[{'state': ['eca'], 'rt': 10828}]",0.0
DDGHOYODEA,41,syllogistic,multiple-choice,No;nurses;cooks/No;cooks;painters,All;nurses;painters|All;painters;nurses|Some;nurses;painters|Some;painters;nurses|No;nurses;painters|No;painters;nurses|Some not;nurses;painters|Some not;painters;nurses|NVC,No;nurses;painters,False,False,EE1,"['nurses', 'cooks', 'painters']",['eac'],8253,"[{'state': ['eac'], 'rt': 7101}]",0.0
DDGHOYODEA,42,syllogistic,multiple-choice,All;bakers;sculptors/Some;gamblers;bakers,All;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|Some;gamblers;sculptors|No;sculptors;gamblers|No;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors|NVC,Some;gamblers;sculptors,False,False,AI2,"['sculptors', 'bakers', 'gamblers']",['ica'],23016,"[{'state': ['ica'], 'rt': 21866}]",0.0
DDGHOYODEA,43,syllogistic,multiple-choice,All;surfers;planners/Some;artists;planners,All;surfers;artists|All;artists;surfers|Some;surfers;artists|Some;artists;surfers|No;surfers;artists|No;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|NVC,Some;surfers;artists,False,False,AI3,"['surfers', 'planners', 'artists']",['iac'],9399,"[{'state': ['iac'], 'rt': 8623}]",0.0
DDGHOYODEA,44,syllogistic,multiple-choice,Some not;dentists;actors/All;buyers;dentists,All;actors;buyers|All;buyers;actors|Some;actors;buyers|Some;buyers;actors|No;actors;buyers|No;buyers;actors|Some not;actors;buyers|Some not;buyers;actors|NVC,All;actors;buyers,False,False,OA2,"['actors', 'dentists', 'buyers']",['aac'],21684,"[{'state': ['aac'], 'rt': 20629}]",0.0
DDGHOYODEA,45,syllogistic,multiple-choice,Some not;auditors;clerks/All;clerks;cashiers,All;auditors;cashiers|All;cashiers;auditors|Some;auditors;cashiers|Some;cashiers;auditors|No;auditors;cashiers|No;cashiers;auditors|Some not;auditors;cashiers|Some not;cashiers;auditors|NVC,Some not;auditors;cashiers,False,False,OA1,"['auditors', 'clerks', 'cashiers']",['oac'],10241,"[{'state': ['oac'], 'rt': 8979}]",0.0
DDGHOYODEA,46,syllogistic,multiple-choice,Some not;tellers;carpenters/All;tellers;artists,All;carpenters;artists|All;artists;carpenters|Some;carpenters;artists|Some;artists;carpenters|No;carpenters;artists|No;artists;carpenters|Some not;carpenters;artists|Some not;artists;carpenters|NVC,Some not;artists;carpenters,False,False,OA4,"['carpenters', 'tellers', 'artists']",['oca'],14816,"[{'state': ['oca'], 'rt': 14228}]",0.0
DDGHOYODEA,47,syllogistic,multiple-choice,Some;assistants;soldiers/No;assistants;barbers,All;soldiers;barbers|All;barbers;soldiers|Some;soldiers;barbers|Some;barbers;soldiers|No;soldiers;barbers|No;barbers;soldiers|Some not;soldiers;barbers|Some not;barbers;soldiers|NVC,No;soldiers;barbers,False,False,IE4,"['soldiers', 'assistants', 'barbers']",['eac'],16497,"[{'state': ['aac'], 'rt': 7107}, {'state': ['aac', 'eac'], 'rt': 13768}, {'state': ['eac'], 'rt': 14672}]",0.0
DDGHOYODEA,48,syllogistic,multiple-choice,Some not;riders;actuaries/Some not;designers;actuaries,All;riders;designers|All;designers;riders|Some;riders;designers|Some;designers;riders|No;riders;designers|No;designers;riders|Some not;riders;designers|Some not;designers;riders|NVC,NVC,False,False,OO3,"['riders', 'actuaries', 'designers']",['nvc'],12905,"[{'state': ['nvc'], 'rt': 11758}]",0.0
DDGHOYODEA,49,syllogistic,multiple-choice,Some;waiters;managers/All;waiters;brokers,All;managers;brokers|All;brokers;managers|Some;managers;brokers|Some;brokers;managers|No;managers;brokers|No;brokers;managers|Some not;managers;brokers|Some not;brokers;managers|NVC,Some;managers;brokers,False,False,IA4,"['managers', 'waiters', 'brokers']",['iac'],19311,"[{'state': ['aac'], 'rt': 11825}, {'state': ['aac', 'iac'], 'rt': 16737}, {'state': ['iac'], 'rt': 18016}]",0.0
DDGHOYODEA,50,syllogistic,multiple-choice,No;secretaries;agents/All;agents;brokers,All;secretaries;brokers|All;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|NVC,No;secretaries;brokers,False,False,EA1,"['secretaries', 'agents', 'brokers']",['eac'],8335,"[{'state': ['eac'], 'rt': 7407}]",0.0
DDGHOYODEA,51,syllogistic,multiple-choice,All;tellers;doctors/Some;tellers;climbers,All;doctors;climbers|All;climbers;doctors|Some;doctors;climbers|Some;climbers;doctors|No;doctors;climbers|No;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors|NVC,Some;doctors;climbers,False,False,AI4,"['doctors', 'tellers', 'climbers']",['iac'],13741,"[{'state': ['iac'], 'rt': 12343}]",0.0
DDGHOYODEA,52,syllogistic,multiple-choice,All;drivers;pilots/Some not;butchers;pilots,All;drivers;butchers|All;butchers;drivers|Some;drivers;butchers|Some;butchers;drivers|No;drivers;butchers|No;butchers;drivers|Some not;drivers;butchers|Some not;butchers;drivers|NVC,Some not;drivers;butchers,False,False,AO3,"['drivers', 'pilots', 'butchers']",['oac'],22255,"[{'state': ['oac'], 'rt': 21209}]",0.0
DDGHOYODEA,53,syllogistic,multiple-choice,No;judges;athletes/Some not;drillers;athletes,All;judges;drillers|All;drillers;judges|Some;judges;drillers|Some;drillers;judges|No;judges;drillers|No;drillers;judges|Some not;judges;drillers|Some not;drillers;judges|NVC,NVC,False,False,EO3,"['judges', 'athletes', 'drillers']",['nvc'],19399,"[{'state': ['nvc'], 'rt': 18380}]",0.0
DDGHOYODEA,54,syllogistic,multiple-choice,All;farmers;jugglers/All;jugglers;gamblers,All;farmers;gamblers|All;gamblers;farmers|Some;farmers;gamblers|Some;gamblers;farmers|No;farmers;gamblers|No;gamblers;farmers|Some not;farmers;gamblers|Some not;gamblers;farmers|NVC,All;farmers;gamblers,False,False,AA1,"['farmers', 'jugglers', 'gamblers']",['aac'],10637,"[{'state': ['aac'], 'rt': 9940}]",0.0
DDGHOYODEA,55,syllogistic,multiple-choice,Some;students;linguists/All;linguists;climbers,All;students;climbers|All;climbers;students|Some;students;climbers|Some;climbers;students|No;students;climbers|No;climbers;students|Some not;students;climbers|Some not;climbers;students|NVC,All;students;climbers,False,False,IA1,"['students', 'linguists', 'climbers']",['aac'],10076,"[{'state': ['aac'], 'rt': 9302}]",0.0
DDGHOYODEA,56,syllogistic,multiple-choice,Some not;porters;packers/Some not;hunters;porters,All;packers;hunters|All;hunters;packers|Some;packers;hunters|Some;hunters;packers|No;packers;hunters|No;hunters;packers|Some not;packers;hunters|Some not;hunters;packers|NVC,Some not;hunters;packers,False,False,OO2,"['packers', 'porters', 'hunters']",['oca'],17758,"[{'state': ['oca'], 'rt': 17033}]",0.0
DDGHOYODEA,57,syllogistic,multiple-choice,No;tailors;tutors/Some;brewers;tutors,All;tailors;brewers|All;brewers;tailors|Some;tailors;brewers|Some;brewers;tailors|No;tailors;brewers|No;brewers;tailors|Some not;tailors;brewers|Some not;brewers;tailors|NVC,No;brewers;tailors,False,False,EI3,"['tailors', 'tutors', 'brewers']",['eca'],9462,"[{'state': ['eca'], 'rt': 8850}]",0.0
DDGHOYODEA,58,syllogistic,multiple-choice,Some not;golfers;scientists/No;workers;golfers,All;scientists;workers|All;workers;scientists|Some;scientists;workers|Some;workers;scientists|No;scientists;workers|No;workers;scientists|Some not;scientists;workers|Some not;workers;scientists|NVC,Some;scientists;workers,False,False,OE2,"['scientists', 'golfers', 'workers']",['iac'],184469,"[{'state': ['iac'], 'rt': 7473}, {'state': [], 'rt': 182991}, {'state': ['iac'], 'rt': 183837}]",0.0
DDGHOYODEA,59,syllogistic,multiple-choice,Some not;potters;sculptors/Some;miners;potters,All;sculptors;miners|All;miners;sculptors|Some;sculptors;miners|Some;miners;sculptors|No;sculptors;miners|No;miners;sculptors|Some not;sculptors;miners|Some not;miners;sculptors|NVC,Some;sculptors;miners,False,False,OI2,"['sculptors', 'potters', 'miners']",['iac'],16508,"[{'state': ['iac'], 'rt': 15376}]",0.0
DDGHOYODEA,60,syllogistic,multiple-choice,All;analysts;counselors/No;counselors;opticians,All;analysts;opticians|All;opticians;analysts|Some;analysts;opticians|Some;opticians;analysts|No;analysts;opticians|No;opticians;analysts|Some not;analysts;opticians|Some not;opticians;analysts|NVC,Some not;analysts;opticians,False,False,AE1,"['analysts', 'counselors', 'opticians']",['oac'],17527,"[{'state': ['oac'], 'rt': 16929}]",0.0
DDGHOYODEA,61,syllogistic,multiple-choice,Some not;lifeguards;dentists/All;plumbers;dentists,All;lifeguards;plumbers|All;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|NVC,NVC,False,False,OA3,"['lifeguards', 'dentists', 'plumbers']",['nvc'],21419,"[{'state': ['nvc'], 'rt': 20403}]",0.0
DDGHOYODEA,62,syllogistic,multiple-choice,No;chemists;skaters/Some not;skaters;hikers,All;chemists;hikers|All;hikers;chemists|Some;chemists;hikers|Some;hikers;chemists|No;chemists;hikers|No;hikers;chemists|Some not;chemists;hikers|Some not;hikers;chemists|NVC,Some;chemists;hikers,False,False,EO1,"['chemists', 'skaters', 'hikers']",['iac'],14879,"[{'state': ['oac'], 'rt': 10202}, {'state': [], 'rt': 11013}, {'state': ['iac'], 'rt': 13716}]",0.0
DDGHOYODEA,63,syllogistic,multiple-choice,No;actuaries;boxers/Some not;opticians;actuaries,All;boxers;opticians|All;opticians;boxers|Some;boxers;opticians|Some;opticians;boxers|No;boxers;opticians|No;opticians;boxers|Some not;boxers;opticians|Some not;opticians;boxers|NVC,Some;opticians;boxers,False,False,EO2,"['boxers', 'actuaries', 'opticians']",['ica'],16264,"[{'state': ['ica'], 'rt': 15450}]",0.0
DDGHOYODEA,64,syllogistic,multiple-choice,No;trainers;chefs/No;bankers;chefs,All;trainers;bankers|All;bankers;trainers|Some;trainers;bankers|Some;bankers;trainers|No;trainers;bankers|No;bankers;trainers|Some not;trainers;bankers|Some not;bankers;trainers|NVC,No;trainers;bankers,False,False,EE3,"['trainers', 'chefs', 'bankers']",['eac'],23400,"[{'state': ['eac'], 'rt': 22178}]",0.0
DDGHOYODEA,65,syllogistic,multiple-choice,All;counselors;riders/All;joggers;counselors,All;riders;joggers|All;joggers;riders|Some;riders;joggers|Some;joggers;riders|No;riders;joggers|No;joggers;riders|Some not;riders;joggers|Some not;joggers;riders|NVC,All;joggers;riders,False,False,AA2,"['riders', 'counselors', 'joggers']",['aca'],11580,"[{'state': ['aca'], 'rt': 10112}]",0.0
EQDSIACSON,1,syllogistic,multiple-choice,No;golfers;teachers/No;golfers;bankers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|NVC,All;teachers;bankers,False,True,EE4,"['teachers', 'golfers', 'bankers']",['aac'],182088,"[{'state': ['eca'], 'rt': 61596}, {'state': ['aac', 'eca'], 'rt': 94024}, {'state': ['aac'], 'rt': 113867}, {'state': ['aac', 'iac'], 'rt': 178317}, {'state': ['aac'], 'rt': 179732}]",0.2857142857142857
EQDSIACSON,2,syllogistic,multiple-choice,Some not;actors;lawyers/Some not;actors;swimmers,All;lawyers;swimmers|All;swimmers;lawyers|Some;lawyers;swimmers|Some;swimmers;lawyers|No;lawyers;swimmers|No;swimmers;lawyers|Some not;lawyers;swimmers|Some not;swimmers;lawyers|NVC,Some;lawyers;swimmers|Some;swimmers;lawyers|Some not;lawyers;swimmers|Some not;swimmers;lawyers,False,True,OO4,"['lawyers', 'actors', 'swimmers']","['iac', 'ica', 'oac', 'oca']",245284,"[{'state': ['iac'], 'rt': 20707}, {'state': [], 'rt': 212787}, {'state': ['iac'], 'rt': 215250}, {'state': ['iac', 'oac'], 'rt': 224874}, {'state': ['iac', 'oac', 'oca'], 'rt': 237883}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 239530}]",0.2857142857142857
EQDSIACSON,3,syllogistic,multiple-choice,Some not;managers;waiters/No;waiters;brokers,All;managers;brokers|All;brokers;managers|Some;managers;brokers|Some;brokers;managers|No;managers;brokers|No;brokers;managers|Some not;managers;brokers|Some not;brokers;managers|NVC,Some;managers;brokers|No;brokers;managers|Some not;managers;brokers,False,True,OE1,"['managers', 'waiters', 'brokers']","['iac', 'eca', 'oac']",134122,"[{'state': ['ica'], 'rt': 45048}, {'state': ['ica', 'oca'], 'rt': 47137}, {'state': ['ica', 'oac', 'oca'], 'rt': 47995}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 49124}, {'state': ['iac', 'oac', 'oca'], 'rt': 87875}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 90454}, {'state': ['iac', 'oac', 'oca'], 'rt': 94973}, {'state': ['iac', 'oac'], 'rt': 101554}, {'state': ['iac', 'eca', 'oac'], 'rt': 119427}, {'state': ['iac', 'oac'], 'rt': 124820}, {'state': ['iac', 'eca', 'oac'], 'rt': 131031}]",0.2857142857142857
EQDSIACSON,4,syllogistic,multiple-choice,Some not;tailors;pilots/Some not;pilots;singers,All;tailors;singers|All;singers;tailors|Some;tailors;singers|Some;singers;tailors|No;tailors;singers|No;singers;tailors|Some not;tailors;singers|Some not;singers;tailors|NVC,Some;tailors;singers|Some;singers;tailors|Some not;tailors;singers|Some not;singers;tailors,False,True,OO1,"['tailors', 'pilots', 'singers']","['iac', 'ica', 'oac', 'oca']",104007,"[{'state': ['iac'], 'rt': 38753}, {'state': ['iac', 'oac'], 'rt': 65167}, {'state': ['iac', 'ica', 'oac'], 'rt': 74566}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 78383}]",0.2857142857142857
EQDSIACSON,5,syllogistic,multiple-choice,No;investors;jugglers/No;jugglers;barbers,All;investors;barbers|All;barbers;investors|Some;investors;barbers|Some;barbers;investors|No;investors;barbers|No;barbers;investors|Some not;investors;barbers|Some not;barbers;investors|NVC,Some;investors;barbers|Some;barbers;investors|Some not;investors;barbers|Some not;barbers;investors,False,True,EE1,"['investors', 'jugglers', 'barbers']","['iac', 'ica', 'oac', 'oca']",108726,"[{'state': ['iac'], 'rt': 80741}, {'state': [], 'rt': 83833}, {'state': ['iac'], 'rt': 85966}, {'state': ['iac', 'oac'], 'rt': 90868}, {'state': ['iac', 'ica', 'oac'], 'rt': 96016}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 97335}]",0.2857142857142857
EQDSIACSON,6,syllogistic,multiple-choice,All;tellers;doctors/All;climbers;tellers,All;doctors;climbers|All;climbers;doctors|Some;doctors;climbers|Some;climbers;doctors|No;doctors;climbers|No;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors|NVC,All;climbers;doctors|Some not;doctors;climbers,False,True,AA2,"['doctors', 'tellers', 'climbers']","['aca', 'oac']",103021,"[{'state': ['aac'], 'rt': 27815}, {'state': [], 'rt': 83269}, {'state': ['aca'], 'rt': 84506}, {'state': ['aca', 'oac'], 'rt': 97527}]",0.2857142857142857
EQDSIACSON,7,syllogistic,multiple-choice,Some not;tutors;packers/All;butchers;tutors,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|No;packers;butchers|No;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|NVC,Some;packers;butchers|No;butchers;packers,False,True,OA2,"['packers', 'tutors', 'butchers']","['iac', 'eca']",157913,"[{'state': ['ica'], 'rt': 124201}, {'state': [], 'rt': 130980}, {'state': ['eca'], 'rt': 135127}, {'state': ['iac', 'eca'], 'rt': 154026}]",0.2857142857142857
EQDSIACSON,8,syllogistic,multiple-choice,Some;clerks;managers/No;models;clerks,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|No;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers|NVC,Some;managers;models|Some not;managers;models,False,True,IE2,"['managers', 'clerks', 'models']","['iac', 'oac']",160110,"[{'state': ['iac'], 'rt': 110421}, {'state': ['iac', 'oac'], 'rt': 122046}]",0.2857142857142857
EQDSIACSON,9,syllogistic,multiple-choice,All;campers;engineers/Some;engineers;fencers,All;campers;fencers|All;fencers;campers|Some;campers;fencers|Some;fencers;campers|No;campers;fencers|No;fencers;campers|Some not;campers;fencers|Some not;fencers;campers|NVC,Some;campers;fencers|Some;fencers;campers|Some not;campers;fencers|Some not;fencers;campers,False,True,AI1,"['campers', 'engineers', 'fencers']","['iac', 'ica', 'oac', 'oca']",45739,"[{'state': ['iac'], 'rt': 22876}, {'state': ['iac', 'oac'], 'rt': 32247}, {'state': ['iac', 'ica', 'oac'], 'rt': 42787}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 44054}]",0.2857142857142857
EQDSIACSON,10,syllogistic,multiple-choice,Some;auditors;clerks/Some not;clerks;cashiers,All;auditors;cashiers|All;cashiers;auditors|Some;auditors;cashiers|Some;cashiers;auditors|No;auditors;cashiers|No;cashiers;auditors|Some not;auditors;cashiers|Some not;cashiers;auditors|NVC,Some;auditors;cashiers|Some;cashiers;auditors|Some not;auditors;cashiers|Some not;cashiers;auditors,False,True,IO1,"['auditors', 'clerks', 'cashiers']","['iac', 'ica', 'oac', 'oca']",233527,"[{'state': ['ica'], 'rt': 196082}, {'state': ['ica', 'oca'], 'rt': 204404}, {'state': ['ica', 'oac', 'oca'], 'rt': 226464}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 229696}]",0.2857142857142857
EQDSIACSON,11,syllogistic,multiple-choice,No;planners;surfers/All;artists;planners,All;surfers;artists|All;artists;surfers|Some;surfers;artists|Some;artists;surfers|No;surfers;artists|No;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|NVC,No;artists;surfers,False,True,EA2,"['surfers', 'planners', 'artists']",['eca'],282879,"[{'state': ['eca'], 'rt': 264005}, {'state': ['iac', 'eca'], 'rt': 265691}, {'state': ['eca'], 'rt': 270013}]",0.2857142857142857
