id,sequence,domain,response_type,task,choices,response,some_entails_all,similar_experiment,enc_task,task_content,enc_responses,rt,intermediate_responses
ESRGFOXUBA,38,syllogistic,multiple-choice,No;writers;drivers/Some not;hikers;writers,All;drivers;hikers|All;hikers;drivers|Some;drivers;hikers|Some;hikers;drivers|No;drivers;hikers|No;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers|NVC,NVC,False,False,EO2,"['drivers', 'writers', 'hikers']",['nvc'],11575,"[{'state': ['nvc'], 'rt': 10757}]"
ESRGFOXUBA,39,syllogistic,multiple-choice,No;investors;bakers/No;sailors;bakers,All;investors;sailors|All;sailors;investors|Some;investors;sailors|Some;sailors;investors|No;investors;sailors|No;sailors;investors|Some not;investors;sailors|Some not;sailors;investors|NVC,NVC,False,False,EE3,"['investors', 'bakers', 'sailors']",['nvc'],6616,"[{'state': ['nvc'], 'rt': 5297}]"
ESRGFOXUBA,40,syllogistic,multiple-choice,All;chefs;scientists/All;chefs;runners,All;scientists;runners|All;runners;scientists|Some;scientists;runners|Some;runners;scientists|No;scientists;runners|No;runners;scientists|Some not;scientists;runners|Some not;runners;scientists|NVC,All;scientists;runners|All;runners;scientists,False,False,AA4,"['scientists', 'chefs', 'runners']","['aac', 'aca']",12016,"[{'state': ['aac'], 'rt': 4497}, {'state': ['aac', 'aca'], 'rt': 5570}]"
ESRGFOXUBA,41,syllogistic,multiple-choice,No;lifeguards;dentists/Some not;plumbers;dentists,All;lifeguards;plumbers|All;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|NVC,NVC,False,False,EO3,"['lifeguards', 'dentists', 'plumbers']",['nvc'],16232,"[{'state': ['nvc'], 'rt': 15302}]"
ESRGFOXUBA,42,syllogistic,multiple-choice,All;architects;boxers/All;runners;architects,All;boxers;runners|All;runners;boxers|Some;boxers;runners|Some;runners;boxers|No;boxers;runners|No;runners;boxers|Some not;boxers;runners|Some not;runners;boxers|NVC,All;boxers;runners|All;runners;boxers,False,False,AA2,"['boxers', 'architects', 'runners']","['aac', 'aca']",7409,"[{'state': ['aac'], 'rt': 4782}, {'state': ['aac', 'aca'], 'rt': 5973}]"
ESRGFOXUBA,43,syllogistic,multiple-choice,Some not;poets;waiters/Some not;waiters;cashiers,All;poets;cashiers|All;cashiers;poets|Some;poets;cashiers|Some;cashiers;poets|No;poets;cashiers|No;cashiers;poets|Some not;poets;cashiers|Some not;cashiers;poets|NVC,NVC,False,False,OO1,"['poets', 'waiters', 'cashiers']",['nvc'],14569,"[{'state': ['nvc'], 'rt': 9160}]"
ESRGFOXUBA,44,syllogistic,multiple-choice,Some;managers;waiters/No;waiters;brokers,All;managers;brokers|All;brokers;managers|Some;managers;brokers|Some;brokers;managers|No;managers;brokers|No;brokers;managers|Some not;managers;brokers|Some not;brokers;managers|NVC,No;managers;brokers,False,False,IE1,"['managers', 'waiters', 'brokers']",['eac'],9896,"[{'state': ['eac'], 'rt': 6052}]"
ESRGFOXUBA,45,syllogistic,multiple-choice,No;jugglers;investors/All;barbers;jugglers,All;investors;barbers|All;barbers;investors|Some;investors;barbers|Some;barbers;investors|No;investors;barbers|No;barbers;investors|Some not;investors;barbers|Some not;barbers;investors|NVC,No;barbers;investors,False,False,EA2,"['investors', 'jugglers', 'barbers']",['eca'],16475,"[{'state': ['eca'], 'rt': 9081}]"
ESRGFOXUBA,46,syllogistic,multiple-choice,Some;pilots;tailors/Some not;pilots;singers,All;tailors;singers|All;singers;tailors|Some;tailors;singers|Some;singers;tailors|No;tailors;singers|No;singers;tailors|Some not;tailors;singers|Some not;singers;tailors|NVC,NVC,False,False,IO4,"['tailors', 'pilots', 'singers']",['nvc'],5015,"[{'state': ['nvc'], 'rt': 4113}]"
ESRGFOXUBA,47,syllogistic,multiple-choice,No;doctors;planners/Some not;planners;typists,All;doctors;typists|All;typists;doctors|Some;doctors;typists|Some;typists;doctors|No;doctors;typists|No;typists;doctors|Some not;doctors;typists|Some not;typists;doctors|NVC,No;doctors;typists|No;typists;doctors,False,False,EO1,"['doctors', 'planners', 'typists']","['eac', 'eca']",64755,"[{'state': ['eca'], 'rt': 58597}, {'state': ['eac', 'eca'], 'rt': 63113}]"
ESRGFOXUBA,48,syllogistic,multiple-choice,Some not;potters;sculptors/No;miners;potters,All;sculptors;miners|All;miners;sculptors|Some;sculptors;miners|Some;miners;sculptors|No;sculptors;miners|No;miners;sculptors|Some not;sculptors;miners|Some not;miners;sculptors|NVC,No;sculptors;miners|No;miners;sculptors,False,False,OE2,"['sculptors', 'potters', 'miners']","['eac', 'eca']",10449,"[{'state': ['eac'], 'rt': 8758}, {'state': ['eac', 'eca'], 'rt': 9657}]"
ESRGFOXUBA,49,syllogistic,multiple-choice,Some;chemists;potters/Some not;sailors;potters,All;chemists;sailors|All;sailors;chemists|Some;chemists;sailors|Some;sailors;chemists|No;chemists;sailors|No;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists|NVC,NVC,False,False,IO3,"['chemists', 'potters', 'sailors']",['nvc'],5034,"[{'state': ['nvc'], 'rt': 3942}]"
ESRGFOXUBA,50,syllogistic,multiple-choice,Some not;cyclists;students/Some;buyers;cyclists,All;students;buyers|All;buyers;students|Some;students;buyers|Some;buyers;students|No;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students|NVC,Some;students;buyers|Some;buyers;students,False,False,OI2,"['students', 'cyclists', 'buyers']","['iac', 'ica']",9934,"[{'state': ['iac'], 'rt': 7409}, {'state': ['iac', 'ica'], 'rt': 8774}]"
ESRGFOXUBA,51,syllogistic,multiple-choice,Some not;campers;engineers/Some not;fencers;engineers,All;campers;fencers|All;fencers;campers|Some;campers;fencers|Some;fencers;campers|No;campers;fencers|No;fencers;campers|Some not;campers;fencers|Some not;fencers;campers|NVC,NVC,False,False,OO3,"['campers', 'engineers', 'fencers']",['nvc'],4482,"[{'state': ['nvc'], 'rt': 3548}]"
ESRGFOXUBA,52,syllogistic,multiple-choice,Some;packers;porters/No;hunters;porters,All;packers;hunters|All;hunters;packers|Some;packers;hunters|Some;hunters;packers|No;packers;hunters|No;hunters;packers|Some not;packers;hunters|Some not;hunters;packers|NVC,No;hunters;packers,False,False,IE3,"['packers', 'porters', 'hunters']",['eca'],102657,"[{'state': ['eca'], 'rt': 8666}, {'state': [], 'rt': 14823}, {'state': ['eca'], 'rt': 101778}]"
ESRGFOXUBA,53,syllogistic,multiple-choice,All;sculptors;bakers/No;bakers;gamblers,All;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|Some;gamblers;sculptors|No;sculptors;gamblers|No;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors|NVC,No;sculptors;gamblers|No;gamblers;sculptors,False,False,AE1,"['sculptors', 'bakers', 'gamblers']","['eac', 'eca']",8797,"[{'state': ['eac'], 'rt': 6442}, {'state': ['eac', 'eca'], 'rt': 7272}]"
ESRGFOXUBA,54,syllogistic,multiple-choice,No;clerks;managers/No;clerks;models,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|No;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers|NVC,NVC,False,False,EE4,"['managers', 'clerks', 'models']",['nvc'],10719,"[{'state': ['nvc'], 'rt': 8023}]"
ESRGFOXUBA,55,syllogistic,multiple-choice,Some;farmers;assistants/All;scholars;assistants,All;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|No;farmers;scholars|No;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|NVC,All;scholars;farmers,False,False,IA3,"['farmers', 'assistants', 'scholars']",['aca'],9550,"[{'state': ['aca'], 'rt': 6395}]"
ESRGFOXUBA,56,syllogistic,multiple-choice,Some not;editors;dancers/All;editors;scholars,All;dancers;scholars|All;scholars;dancers|Some;dancers;scholars|Some;scholars;dancers|No;dancers;scholars|No;scholars;dancers|Some not;dancers;scholars|Some not;scholars;dancers|NVC,Some;scholars;dancers,False,False,OA4,"['dancers', 'editors', 'scholars']",['ica'],15854,"[{'state': ['ica'], 'rt': 10620}]"
ESRGFOXUBA,57,syllogistic,multiple-choice,Some;lawyers;actors/Some;swimmers;actors,All;lawyers;swimmers|All;swimmers;lawyers|Some;lawyers;swimmers|Some;swimmers;lawyers|No;lawyers;swimmers|No;swimmers;lawyers|Some not;lawyers;swimmers|Some not;swimmers;lawyers|NVC,NVC,False,False,II3,"['lawyers', 'actors', 'swimmers']",['nvc'],9425,"[{'state': ['nvc'], 'rt': 5566}]"
ESRGFOXUBA,58,syllogistic,multiple-choice,All;judges;athletes/No;drillers;athletes,All;judges;drillers|All;drillers;judges|Some;judges;drillers|Some;drillers;judges|No;judges;drillers|No;drillers;judges|Some not;judges;drillers|Some not;drillers;judges|NVC,No;judges;drillers|No;drillers;judges,False,False,AE3,"['judges', 'athletes', 'drillers']","['eac', 'eca']",10615,"[{'state': ['eca'], 'rt': 4539}, {'state': ['eac', 'eca'], 'rt': 5199}]"
ESRGFOXUBA,59,syllogistic,multiple-choice,No;boxers;dancers/Some;boxers;typists,All;dancers;typists|All;typists;dancers|Some;dancers;typists|Some;typists;dancers|No;dancers;typists|No;typists;dancers|Some not;dancers;typists|Some not;typists;dancers|NVC,No;typists;dancers,False,False,EI4,"['dancers', 'boxers', 'typists']",['eca'],15223,"[{'state': ['eca'], 'rt': 7593}]"
ESRGFOXUBA,60,syllogistic,multiple-choice,Some;climbers;therapists/Some not;skaters;climbers,All;therapists;skaters|All;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|No;therapists;skaters|No;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|NVC,NVC,False,False,IO2,"['therapists', 'climbers', 'skaters']",['nvc'],8038,"[{'state': ['nvc'], 'rt': 6792}]"
ESRGFOXUBA,61,syllogistic,multiple-choice,Some not;auditors;clerks/All;cashiers;clerks,All;auditors;cashiers|All;cashiers;auditors|Some;auditors;cashiers|Some;cashiers;auditors|No;auditors;cashiers|No;cashiers;auditors|Some not;auditors;cashiers|Some not;cashiers;auditors|NVC,NVC,False,False,OA3,"['auditors', 'clerks', 'cashiers']",['nvc'],8054,"[{'state': ['nvc'], 'rt': 7265}]"
ESRGFOXUBA,62,syllogistic,multiple-choice,No;golfers;teachers/Some not;golfers;bankers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|NVC,No;teachers;bankers|No;bankers;teachers,False,False,EO4,"['teachers', 'golfers', 'bankers']","['eac', 'eca']",12750,"[{'state': ['eca'], 'rt': 9858}, {'state': ['eca', 'oac'], 'rt': 10407}, {'state': ['eca'], 'rt': 11389}, {'state': ['eac', 'eca'], 'rt': 11973}]"
ESRGFOXUBA,63,syllogistic,multiple-choice,Some;porters;judges/All;brewers;porters,All;judges;brewers|All;brewers;judges|Some;judges;brewers|Some;brewers;judges|No;judges;brewers|No;brewers;judges|Some not;judges;brewers|Some not;brewers;judges|NVC,Some;brewers;judges,False,False,IA2,"['judges', 'porters', 'brewers']",['ica'],135185,"[{'state': ['ica'], 'rt': 5249}]"
ESRGFOXUBA,64,syllogistic,multiple-choice,No;skaters;chemists/No;hikers;skaters,All;chemists;hikers|All;hikers;chemists|Some;chemists;hikers|Some;hikers;chemists|No;chemists;hikers|No;hikers;chemists|Some not;chemists;hikers|Some not;hikers;chemists|NVC,No;chemists;hikers|No;hikers;chemists,False,False,EE2,"['chemists', 'skaters', 'hikers']","['eac', 'eca']",9025,"[{'state': ['eac'], 'rt': 6100}, {'state': ['eac', 'eca'], 'rt': 8189}]"
ETPDCDQQUM,1,syllogistic,multiple-choice,Some not;farmers;assistants/Some not;assistants;scholars,All;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|No;farmers;scholars|No;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|NVC,NVC,False,False,OO1,"['farmers', 'assistants', 'scholars']",['nvc'],32571,"[{'state': ['nvc'], 'rt': 31356}]"
ETPDCDQQUM,2,syllogistic,multiple-choice,All;skaters;chemists/No;skaters;hikers,All;chemists;hikers|All;hikers;chemists|Some;chemists;hikers|Some;hikers;chemists|No;chemists;hikers|No;hikers;chemists|Some not;chemists;hikers|Some not;hikers;chemists|NVC,NVC,False,False,AE4,"['chemists', 'skaters', 'hikers']",['nvc'],23750,"[{'state': ['nvc'], 'rt': 21884}]"
ETPDCDQQUM,3,syllogistic,multiple-choice,Some not;linguists;students/All;climbers;linguists,All;students;climbers|All;climbers;students|Some;students;climbers|Some;climbers;students|No;students;climbers|No;climbers;students|Some not;students;climbers|Some not;climbers;students|NVC,NVC,False,False,OA2,"['students', 'linguists', 'climbers']",['nvc'],10697,"[{'state': ['nvc'], 'rt': 10068}]"
ETPDCDQQUM,4,syllogistic,multiple-choice,No;skaters;poets/All;miners;skaters,All;poets;miners|All;miners;poets|Some;poets;miners|Some;miners;poets|No;poets;miners|No;miners;poets|Some not;poets;miners|Some not;miners;poets|NVC,NVC,False,False,EA2,"['poets', 'skaters', 'miners']",['nvc'],46635,"[{'state': ['nvc'], 'rt': 27520}]"
ETPDCDQQUM,5,syllogistic,multiple-choice,No;actors;painters/Some not;painters;workers,All;actors;workers|All;workers;actors|Some;actors;workers|Some;workers;actors|No;actors;workers|No;workers;actors|Some not;actors;workers|Some not;workers;actors|NVC,NVC,False,False,EO1,"['actors', 'painters', 'workers']",['nvc'],16365,"[{'state': ['nvc'], 'rt': 15600}]"
ETPDCDQQUM,6,syllogistic,multiple-choice,Some not;riders;counselors/Some;joggers;counselors,All;riders;joggers|All;joggers;riders|Some;riders;joggers|Some;joggers;riders|No;riders;joggers|No;joggers;riders|Some not;riders;joggers|Some not;joggers;riders|NVC,NVC,False,False,OI3,"['riders', 'counselors', 'joggers']",['nvc'],23651,"[{'state': ['nvc'], 'rt': 22851}]"
ETPDCDQQUM,7,syllogistic,multiple-choice,No;riders;actuaries/No;actuaries;designers,All;riders;designers|All;designers;riders|Some;riders;designers|Some;designers;riders|No;riders;designers|No;designers;riders|Some not;riders;designers|Some not;designers;riders|NVC,NVC,False,False,EE1,"['riders', 'actuaries', 'designers']",['nvc'],29683,"[{'state': ['nvc'], 'rt': 27701}]"
ETPDCDQQUM,8,syllogistic,multiple-choice,Some;sculptors;bakers/No;gamblers;bakers,All;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|Some;gamblers;sculptors|No;sculptors;gamblers|No;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors|NVC,Some;gamblers;sculptors,False,False,IE3,"['sculptors', 'bakers', 'gamblers']",['ica'],28966,"[{'state': ['ica'], 'rt': 26367}]"
ETPDCDQQUM,9,syllogistic,multiple-choice,All;assistants;soldiers/No;barbers;assistants,All;soldiers;barbers|All;barbers;soldiers|Some;soldiers;barbers|Some;barbers;soldiers|No;soldiers;barbers|No;barbers;soldiers|Some not;soldiers;barbers|Some not;barbers;soldiers|NVC,NVC,False,False,AE2,"['soldiers', 'assistants', 'barbers']",['nvc'],29765,"[{'state': ['nvc'], 'rt': 28949}]"
ETPDCDQQUM,10,syllogistic,multiple-choice,Some;teachers;painters/Some;plumbers;painters,All;teachers;plumbers|All;plumbers;teachers|Some;teachers;plumbers|Some;plumbers;teachers|No;teachers;plumbers|No;plumbers;teachers|Some not;teachers;plumbers|Some not;plumbers;teachers|NVC,Some;plumbers;teachers,False,False,II3,"['teachers', 'painters', 'plumbers']",['ica'],9735,"[{'state': ['ica'], 'rt': 8886}]"
ETPDCDQQUM,11,syllogistic,multiple-choice,Some not;students;cyclists/All;cyclists;buyers,All;students;buyers|All;buyers;students|Some;students;buyers|Some;buyers;students|No;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students|NVC,NVC,False,False,OA1,"['students', 'cyclists', 'buyers']",['nvc'],7165,"[{'state': ['nvc'], 'rt': 6368}]"
ETPDCDQQUM,12,syllogistic,multiple-choice,All;linguists;carpenters/Some not;linguists;divers,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|No;carpenters;divers|No;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|NVC,NVC,False,False,AO4,"['carpenters', 'linguists', 'divers']",['nvc'],11817,"[{'state': ['nvc'], 'rt': 11236}]"
ETPDCDQQUM,13,syllogistic,multiple-choice,Some;jugglers;farmers/All;jugglers;gamblers,All;farmers;gamblers|All;gamblers;farmers|Some;farmers;gamblers|Some;gamblers;farmers|No;farmers;gamblers|No;gamblers;farmers|Some not;farmers;gamblers|Some not;gamblers;farmers|NVC,Some;farmers;gamblers,False,False,IA4,"['farmers', 'jugglers', 'gamblers']",['iac'],11051,"[{'state': ['iac'], 'rt': 9669}]"
ETPDCDQQUM,14,syllogistic,multiple-choice,All;secretaries;agents/Some not;agents;brokers,All;secretaries;brokers|All;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|NVC,NVC,False,False,AO1,"['secretaries', 'agents', 'brokers']",['nvc'],36815,"[{'state': ['nvc'], 'rt': 35883}]"
ETPDCDQQUM,15,syllogistic,multiple-choice,Some;chefs;scientists/All;runners;chefs,All;scientists;runners|All;runners;scientists|Some;scientists;runners|Some;runners;scientists|No;scientists;runners|No;runners;scientists|Some not;scientists;runners|Some not;runners;scientists|NVC,Some;runners;scientists,False,False,IA2,"['scientists', 'chefs', 'runners']",['ica'],11583,"[{'state': ['ica'], 'rt': 10586}]"
ETPDCDQQUM,16,syllogistic,multiple-choice,All;climbers;therapists/All;skaters;climbers,All;therapists;skaters|All;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|No;therapists;skaters|No;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|NVC,NVC,False,False,AA2,"['therapists', 'climbers', 'skaters']",['nvc'],27384,"[{'state': ['nvc'], 'rt': 26885}]"
ETPDCDQQUM,17,syllogistic,multiple-choice,All;campers;engineers/No;fencers;engineers,All;campers;fencers|All;fencers;campers|Some;campers;fencers|Some;fencers;campers|No;campers;fencers|No;fencers;campers|Some not;campers;fencers|Some not;fencers;campers|NVC,No;fencers;campers,False,False,AE3,"['campers', 'engineers', 'fencers']",['eca'],21633,"[{'state': ['eca'], 'rt': 19934}]"
ETPDCDQQUM,18,syllogistic,multiple-choice,Some;therapists;engineers/Some not;engineers;travelers,All;therapists;travelers|All;travelers;therapists|Some;therapists;travelers|Some;travelers;therapists|No;therapists;travelers|No;travelers;therapists|Some not;therapists;travelers|Some not;travelers;therapists|NVC,NVC,False,False,IO1,"['therapists', 'engineers', 'travelers']",['nvc'],41615,"[{'state': ['nvc'], 'rt': 41084}]"
ETPDCDQQUM,19,syllogistic,multiple-choice,All;managers;waiters/Some;brokers;waiters,All;managers;brokers|All;brokers;managers|Some;managers;brokers|Some;brokers;managers|No;managers;brokers|No;brokers;managers|Some not;managers;brokers|Some not;brokers;managers|NVC,Some;managers;brokers,False,False,AI3,"['managers', 'waiters', 'brokers']",['iac'],29983,"[{'state': ['iac'], 'rt': 29102}]"
ETPDCDQQUM,20,syllogistic,multiple-choice,Some not;potters;chemists/Some;sailors;potters,All;chemists;sailors|All;sailors;chemists|Some;chemists;sailors|Some;sailors;chemists|No;chemists;sailors|No;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists|NVC,NVC,False,False,OI2,"['chemists', 'potters', 'sailors']",['nvc'],6400,"[{'state': ['nvc'], 'rt': 5951}]"
ETPDCDQQUM,21,syllogistic,multiple-choice,Some;architects;trainers/Some not;designers;architects,All;trainers;designers|All;designers;trainers|Some;trainers;designers|Some;designers;trainers|No;trainers;designers|No;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|NVC,NVC,False,False,IO2,"['trainers', 'architects', 'designers']",['nvc'],174315,"[{'state': ['nvc'], 'rt': 173534}]"
ETPDCDQQUM,22,syllogistic,multiple-choice,Some;tellers;doctors/Some not;tellers;climbers,All;doctors;climbers|All;climbers;doctors|Some;doctors;climbers|Some;climbers;doctors|No;doctors;climbers|No;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors|NVC,NVC,False,False,IO4,"['doctors', 'tellers', 'climbers']",['nvc'],14450,"[{'state': ['nvc'], 'rt': 13869}]"
ETPDCDQQUM,23,syllogistic,multiple-choice,Some;doctors;planners/Some;planners;typists,All;doctors;typists|All;typists;doctors|Some;doctors;typists|Some;typists;doctors|No;doctors;typists|No;typists;doctors|Some not;doctors;typists|Some not;typists;doctors|NVC,Some;doctors;typists,False,False,II1,"['doctors', 'planners', 'typists']",['iac'],36867,"[{'state': ['ica'], 'rt': 25718}, {'state': ['iac', 'ica'], 'rt': 32800}, {'state': ['iac'], 'rt': 35452}]"
ETPDCDQQUM,24,syllogistic,multiple-choice,Some not;athletes;lawyers/No;athletes;hunters,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|NVC,NVC,False,False,OE4,"['lawyers', 'athletes', 'hunters']",['nvc'],14782,"[{'state': ['nvc'], 'rt': 14218}]"
ETPDCDQQUM,25,syllogistic,multiple-choice,Some not;cooks;nurses/Some not;cooks;painters,All;nurses;painters|All;painters;nurses|Some;nurses;painters|Some;painters;nurses|No;nurses;painters|No;painters;nurses|Some not;nurses;painters|Some not;painters;nurses|NVC,NVC,False,False,OO4,"['nurses', 'cooks', 'painters']",['nvc'],16267,"[{'state': ['nvc'], 'rt': 15819}]"
ETPDCDQQUM,26,syllogistic,multiple-choice,Some;scientists;golfers/All;golfers;workers,All;scientists;workers|All;workers;scientists|Some;scientists;workers|Some;workers;scientists|No;scientists;workers|No;workers;scientists|Some not;scientists;workers|Some not;workers;scientists|NVC,Some;workers;scientists,False,False,IA1,"['scientists', 'golfers', 'workers']",['ica'],42933,"[{'state': ['ica'], 'rt': 38418}]"
ETPDCDQQUM,27,syllogistic,multiple-choice,Some not;lawyers;actors/No;swimmers;actors,All;lawyers;swimmers|All;swimmers;lawyers|Some;lawyers;swimmers|Some;swimmers;lawyers|No;lawyers;swimmers|No;swimmers;lawyers|Some not;lawyers;swimmers|Some not;swimmers;lawyers|NVC,NVC,False,False,OE3,"['lawyers', 'actors', 'swimmers']",['nvc'],7249,"[{'state': ['nvc'], 'rt': 6652}]"
ETPDCDQQUM,28,syllogistic,multiple-choice,Some not;counselors;analysts/All;counselors;opticians,All;analysts;opticians|All;opticians;analysts|Some;analysts;opticians|Some;opticians;analysts|No;analysts;opticians|No;opticians;analysts|Some not;analysts;opticians|Some not;opticians;analysts|NVC,NVC,False,False,OA4,"['analysts', 'counselors', 'opticians']",['nvc'],21100,"[{'state': ['nvc'], 'rt': 20652}]"
ETPDCDQQUM,29,syllogistic,multiple-choice,All;clerks;managers/Some;models;clerks,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|No;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers|NVC,Some;models;managers,False,False,AI2,"['managers', 'clerks', 'models']",['ica'],9650,"[{'state': ['ica'], 'rt': 8787}]"
ETPDCDQQUM,30,syllogistic,multiple-choice,All;poets;agents/All;skaters;agents,All;poets;skaters|All;skaters;poets|Some;poets;skaters|Some;skaters;poets|No;poets;skaters|No;skaters;poets|Some not;poets;skaters|Some not;skaters;poets|NVC,Some;skaters;poets,False,False,AA3,"['poets', 'agents', 'skaters']",['ica'],34984,"[{'state': ['ica'], 'rt': 33835}]"
ETPDCDQQUM,31,syllogistic,multiple-choice,All;packers;tutors/Some;tutors;butchers,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|No;packers;butchers|No;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|NVC,Some;packers;butchers,False,False,AI1,"['packers', 'tutors', 'butchers']",['iac'],11500,"[{'state': ['iac'], 'rt': 10101}]"
ETPDCDQQUM,32,syllogistic,multiple-choice,No;writers;drivers/No;writers;hikers,All;drivers;hikers|All;hikers;drivers|Some;drivers;hikers|Some;hikers;drivers|No;drivers;hikers|No;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers|NVC,NVC,False,False,EE4,"['drivers', 'writers', 'hikers']",['nvc'],7215,"[{'state': ['nvc'], 'rt': 6601}]"
ETPDCDQQUM,34,syllogistic,multiple-choice,Some not;porters;packers/Some;porters;hunters,All;packers;hunters|All;hunters;packers|Some;packers;hunters|Some;hunters;packers|No;packers;hunters|No;hunters;packers|Some not;packers;hunters|Some not;hunters;packers|NVC,NVC,False,False,OI4,"['packers', 'porters', 'hunters']",['nvc'],6099,"[{'state': ['nvc'], 'rt': 5335}]"
ETPDCDQQUM,35,syllogistic,multiple-choice,No;surfers;boxers/Some not;florists;boxers,All;surfers;florists|All;florists;surfers|Some;surfers;florists|Some;florists;surfers|No;surfers;florists|No;florists;surfers|Some not;surfers;florists|Some not;florists;surfers|NVC,NVC,False,False,EO3,"['surfers', 'boxers', 'florists']",['nvc'],17466,"[{'state': ['nvc'], 'rt': 16701}]"
ETPDCDQQUM,36,syllogistic,multiple-choice,Some not;actuaries;boxers/Some not;opticians;actuaries,All;boxers;opticians|All;opticians;boxers|Some;boxers;opticians|Some;opticians;boxers|No;boxers;opticians|No;opticians;boxers|Some not;boxers;opticians|Some not;opticians;boxers|NVC,NVC,False,False,OO2,"['boxers', 'actuaries', 'opticians']",['nvc'],11150,"[{'state': ['nvc'], 'rt': 10569}]"
ETPDCDQQUM,37,syllogistic,multiple-choice,All;athletes;judges/Some not;drillers;athletes,All;judges;drillers|All;drillers;judges|Some;judges;drillers|Some;drillers;judges|No;judges;drillers|No;drillers;judges|Some not;judges;drillers|Some not;drillers;judges|NVC,NVC,False,False,AO2,"['judges', 'athletes', 'drillers']",['nvc'],141498,"[{'state': ['nvc'], 'rt': 140900}]"
ETPDCDQQUM,38,syllogistic,multiple-choice,No;architects;boxers/Some;runners;architects,All;boxers;runners|All;runners;boxers|Some;boxers;runners|Some;runners;boxers|No;boxers;runners|No;runners;boxers|Some not;boxers;runners|Some not;runners;boxers|NVC,NVC,False,False,EI2,"['boxers', 'architects', 'runners']",['nvc'],4683,"[{'state': ['nvc'], 'rt': 4220}]"
ETPDCDQQUM,39,syllogistic,multiple-choice,All;mayors;cleaners/Some not;models;cleaners,All;mayors;models|All;models;mayors|Some;mayors;models|Some;models;mayors|No;mayors;models|No;models;mayors|Some not;mayors;models|Some not;models;mayors|NVC,NVC,False,False,AO3,"['mayors', 'cleaners', 'models']",['nvc'],10500,"[{'state': ['nvc'], 'rt': 9937}]"
ETPDCDQQUM,40,syllogistic,multiple-choice,All;cleaners;auditors/Some;cleaners;painters,All;auditors;painters|All;painters;auditors|Some;auditors;painters|Some;painters;auditors|No;auditors;painters|No;painters;auditors|Some not;auditors;painters|Some not;painters;auditors|NVC,Some;painters;auditors,False,False,AI4,"['auditors', 'cleaners', 'painters']",['ica'],13101,"[{'state': ['ica'], 'rt': 12236}]"
ETPDCDQQUM,41,syllogistic,multiple-choice,Some;carpenters;tellers/All;artists;tellers,All;carpenters;artists|All;artists;carpenters|Some;carpenters;artists|Some;artists;carpenters|No;carpenters;artists|No;artists;carpenters|Some not;carpenters;artists|Some not;artists;carpenters|NVC,Some;carpenters;artists,False,False,IA3,"['carpenters', 'tellers', 'artists']",['iac'],32032,"[{'state': ['iac'], 'rt': 31201}]"
